"Size_class","trip","year","month","day","fhours","lon","lat","sst","catch","data"
"Unknown","1992_150081_9_8_21",1992,8,21,6,-60.8333333333333,45.3166666666667,NA,1,"hdata"
"Unknown","1992_150228_8_8_21",1992,8,21,9,-60.85,45.3333333333333,NA,1,"hdata"
"Unknown","1992_150884_3_8_21",1992,8,21,15,-65.6333333333333,42,NA,5,"hdata"
"Unknown","1992_151015_16_8_21",1992,8,21,9,-60.9,45.2166666666667,NA,1,"hdata"
"Unknown","1992_151719_8_8_21",1992,8,21,6,-60.8166666666667,45.3333333333333,NA,1,"hdata"
"Unknown","1992_153300_10_8_21",1992,8,21,6,-60.9166666666667,45.2,NA,1,"hdata"
"Unknown","1992_153311_20_8_21",1992,8,21,7,-60.8,45.3666666666667,NA,1,"hdata"
"Unknown","1992_7124_1_8_22",1992,8,22,24,-65.6,42.05,NA,4,"hdata"
"Unknown","1992_7977_2_8_22",1992,8,22,12,-65.6,42.05,NA,3,"hdata"
"Unknown","1992_8180_2_8_22",1992,8,22,22,-65.6333333333333,42,NA,2,"hdata"
"Unknown","1992_8746_2_8_22",1992,8,22,9,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1992_18067_1_8_22",1992,8,22,12,-65.6,42.0333333333333,NA,4,"hdata"
"Unknown","1992_151015_17_8_22",1992,8,22,8,-60.8333333333333,45.3333333333333,NA,1,"hdata"
"Unknown","1992_151719_9_8_22",1992,8,22,10,-60.8333333333333,45.3333333333333,NA,1,"hdata"
"Unknown","1992_175382_2_8_22",1992,8,22,10,-65.5666666666667,42.05,NA,2,"hdata"
"Unknown","1992_678_1_8_23",1992,8,23,8,-65.5833333333333,42.05,NA,7,"hdata"
"Unknown","1992_7977_3_8_23",1992,8,23,12,-65.6,42.05,NA,5,"hdata"
"Unknown","1992_100988_1_8_23",1992,8,23,10,-66.6333333333333,44.35,NA,2,"hdata"
"Unknown","1992_150752_1_8_23",1992,8,23,11,-65.6666666666667,42.0666666666667,NA,4,"hdata"
"Unknown","1992_151002_1_8_23",1992,8,23,18,-65.5833333333333,42.05,NA,5,"hdata"
"Unknown","1992_152330_1_8_23",1992,8,23,18,-65.6,42.0333333333333,NA,4,"hdata"
"Unknown","1992_152773_1_8_23",1992,8,23,12,-65.6333333333333,42,NA,4,"hdata"
"Unknown","1992_153430_1_8_23",1992,8,23,10,-65.5,42.0333333333333,NA,4,"hdata"
"Unknown","1992_101500_1_8_24",1992,8,24,24,-65.6,42.05,NA,6,"hdata"
"Unknown","1992_152352_1_8_24",1992,8,24,10,-65.5833333333333,42.05,NA,4,"hdata"
"Unknown","1992_6547_1_8_25",1992,8,25,4,-60.8333333333333,45.3333333333333,NA,1,"hdata"
"Unknown","1992_153314_1_8_25",1992,8,25,13,-65.5833333333333,42.05,NA,1,"hdata"
"Unknown","1992_151719_12_8_26",1992,8,26,20,-60.9,45.2166666666667,NA,1,"hdata"
"Unknown","1992_151796_1_8_26",1992,8,26,12,-65.4,41.9666666666667,NA,2,"hdata"
"Unknown","1992_152263_5_8_26",1992,8,26,14,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1992_153214_1_8_27",1992,8,27,17,-65.6,42.05,NA,1,"hdata"
"Unknown","1992_150145_1_8_28",1992,8,28,24,-65.6,42.0666666666667,NA,2,"hdata"
"Unknown","1992_18319_1_8_29",1992,8,29,20,-65.6333333333333,42.1166666666667,NA,1,"hdata"
"Unknown","1992_152988_1_8_31",1992,8,31,10,-65.6166666666667,42.0666666666667,NA,5,"hdata"
"Unknown","1992_152263_6_9_2",1992,9,2,12,-65.5666666666667,42.0166666666667,NA,2,"hdata"
"Unknown","1992_152368_1_9_2",1992,9,2,12,-65.6,42.05,NA,2,"hdata"
"Unknown","1992_150228_18_9_3",1992,9,3,8,-60.8666666666667,45.2833333333333,NA,1,"hdata"
"Unknown","1992_150711_1_9_3",1992,9,3,24,-65.5666666666667,42.0166666666667,NA,3,"hdata"
"Unknown","1992_150857_5_9_3",1992,9,3,12,-65.55,42,NA,2,"hdata"
"Unknown","1992_150884_4_9_3",1992,9,3,23,-65.6333333333333,42,NA,4,"hdata"
"Unknown","1992_152094_1_9_3",1992,9,3,19.5,-65.25,42.1416666666667,NA,2,"hdata"
"Unknown","1992_152238_1_9_3",1992,9,3,24,-65.5833333333333,42.05,NA,1,"hdata"
"Unknown","1992_2008_1_9_4",1992,9,4,10,-65.6333333333333,42.05,NA,2,"hdata"
"Unknown","1992_2470_1_9_4",1992,9,4,8,-65.6166666666667,42.0666666666667,NA,1,"hdata"
"Unknown","1992_13666_25_9_4",1992,9,4,8,-61,45.3333333333333,NA,1,"hdata"
"Unknown","1992_18319_2_9_4",1992,9,4,8,-65.5722222222222,42.0333333333333,NA,3,"hdata"
"Unknown","1992_18703_1_9_4",1992,9,4,15,-65.6166666666667,42.0666666666667,NA,4,"hdata"
"Unknown","1992_27473_3_9_4",1992,9,4,12,-65.6,42.05,NA,2,"hdata"
"Unknown","1992_150024_1_9_4",1992,9,4,24,-65.5833333333333,42,NA,1,"hdata"
"Unknown","1992_150145_2_9_4",1992,9,4,12,-65.6,42.0666666666667,NA,2,"hdata"
"Unknown","1992_150480_1_9_4",1992,9,4,22,-65.5666666666667,42,NA,2,"hdata"
"Unknown","1992_150878_1_9_4",1992,9,4,10,-65.6333333333333,42,NA,1,"hdata"
"Unknown","1992_151006_1_9_4",1992,9,4,10,-66.4166666666667,43,NA,3,"hdata"
"Unknown","1992_151637_1_9_4",1992,9,4,12,-65.15,41.8166666666667,NA,1,"hdata"
"Unknown","1992_151663_8_9_4",1992,9,4,12,-65.5333333333333,42.0166666666667,NA,4,"hdata"
"Unknown","1992_152348_1_9_4",1992,9,4,12,-65.5833333333333,42.05,NA,3,"hdata"
"Unknown","1992_152938_1_9_4",1992,9,4,11,-65.5666666666667,42.0833333333333,NA,1,"hdata"
"Unknown","1992_13132_1_9_5",1992,9,5,12.5,-65.5722222222222,42.0166666666667,NA,3,"hdata"
"Unknown","1992_101209_1_9_5",1992,9,5,8,-65.6,42.05,NA,2,"hdata"
"Unknown","1992_103274_2_9_5",1992,9,5,12,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1992_150715_1_9_5",1992,9,5,10,-65.5833333333333,42.05,NA,3,"hdata"
"Unknown","1992_151870_1_9_5",1992,9,5,12,-65.6333333333333,42,NA,2,"hdata"
"Unknown","1992_152113_1_9_5",1992,9,5,12,-65.55,42.05,NA,1,"hdata"
"Unknown","1992_152215_1_9_5",1992,9,5,12,-65.5916666666667,42.0416666666667,NA,2,"hdata"
"Unknown","1992_152287_4_9_5",1992,9,5,10,-65.55,42.0333333333333,NA,1,"hdata"
"Unknown","1992_27473_4_9_6",1992,9,6,12,-65.6,42.05,NA,3,"hdata"
"Unknown","1992_101504_1_9_6",1992,9,6,7,-66.5583333333333,44.55,NA,2,"hdata"
"Unknown","1992_153400_3_9_6",1992,9,6,12,-65.6,42.05,NA,2,"hdata"
"Unknown","1992_12249_1_9_7",1992,9,7,9,-65.63,42.04,NA,5,"hdata"
"Unknown","1992_101574_3_9_7",1992,9,7,12,-66.5333333333333,44.65,NA,2,"hdata"
"Unknown","1992_101576_3_9_7",1992,9,7,24,-65.5833333333333,42.05,NA,5,"hdata"
"Unknown","1992_103274_3_9_7",1992,9,7,12,-65.5833333333333,42.05,NA,3,"hdata"
"Unknown","1992_150884_5_9_7",1992,9,7,12,-65.5833333333333,42.0166666666667,NA,3,"hdata"
"Unknown","1992_151614_1_9_7",1992,9,7,18,-65.5666666666667,42.0166666666667,NA,2,"hdata"
"Unknown","1992_151870_2_9_7",1992,9,7,12,-65.6333333333333,42,NA,3,"hdata"
"Unknown","1992_153180_2_9_7",1992,9,7,8,-65.55,42.0166666666667,NA,2,"hdata"
"Unknown","1992_150024_2_9_8",1992,9,8,24,-65.5833333333333,42,NA,4,"hdata"
"Unknown","1992_150145_3_9_8",1992,9,8,12,-65.6,42.0666666666667,NA,2,"hdata"
"Unknown","1992_150436_8_9_8",1992,9,8,7,-60.75,45.3333333333333,NA,1,"hdata"
"Unknown","1992_151508_2_9_8",1992,9,8,24,-65.5722222222222,42.0777777777778,NA,2,"hdata"
"Unknown","1992_151615_1_9_8",1992,9,8,22,-65.5791666666667,42.0458333333333,NA,4,"hdata"
"Unknown","1992_152032_1_9_8",1992,9,8,7.5,-65.7,42.0666666666667,NA,1,"hdata"
"Unknown","1992_152433_2_9_8",1992,9,8,12,-65.5944444444444,42.0444444444444,NA,2,"hdata"
"Unknown","1992_152457_1_9_8",1992,9,8,12,-65.6,42.0666666666667,NA,3,"hdata"
"Unknown","1992_2008_2_9_9",1992,9,9,6,-65.6333333333333,42.05,NA,3,"hdata"
"Unknown","1992_101028_4_9_9",1992,9,9,21,-65.6,42.1,NA,4,"hdata"
"Unknown","1992_150228_19_9_9",1992,9,9,4,-60.8666666666667,45.2833333333333,NA,1,"hdata"
"Unknown","1992_150715_2_9_9",1992,9,9,10,-65.575,42.0666666666667,NA,2,"hdata"
"Unknown","1992_151614_2_9_9",1992,9,9,24,-65.5666666666667,42.0166666666667,NA,2,"hdata"
"Unknown","1992_151808_1_9_9",1992,9,9,24,-65.6233333333333,42.0533333333333,NA,5,"hdata"
"Unknown","1992_152129_1_9_9",1992,9,9,12,-65.6,42.0333333333333,NA,5,"hdata"
"Unknown","1992_152154_1_9_9",1992,9,9,10,-65.5733333333333,42.0766666666667,NA,5,"hdata"
"Unknown","1992_152215_2_9_9",1992,9,9,18,-65.5666666666667,42.0166666666667,NA,3,"hdata"
"Unknown","1992_152363_1_9_9",1992,9,9,12,-65.5833333333333,42.0166666666667,NA,5,"hdata"
"Unknown","1992_152821_2_9_9",1992,9,9,12,-65.5944444444444,42.0777777777778,NA,3,"hdata"
"Unknown","1992_153214_2_9_9",1992,9,9,21,-65.5666666666667,41.8833333333333,NA,3,"hdata"
"Unknown","1992_6627_1_9_10",1992,9,10,12,-65.5833333333333,42.05,NA,4,"hdata"
"Unknown","1992_103254_2_9_10",1992,9,10,6,-65.5833333333333,42.05,NA,3,"hdata"
"Unknown","1992_150280_1_9_10",1992,9,10,13,-65.5733333333333,42.0666666666667,NA,5,"hdata"
"Unknown","1992_150566_1_9_10",1992,9,10,5,-65.6166666666667,42.0666666666667,NA,4,"hdata"
"Unknown","1992_150689_1_9_10",1992,9,10,24,-65.5666666666667,42.1,NA,3,"hdata"
"Unknown","1992_150972_11_9_10",1992,9,10,8,-65.5833333333333,42.0666666666667,NA,3,"hdata"
"Unknown","1992_151375_7_9_10",1992,9,10,7,-60.85,45.3,NA,1,"hdata"
"Unknown","1992_152206_1_9_10",1992,9,10,24,-65.6,42.05,NA,4,"hdata"
"Unknown","1992_152238_2_9_10",1992,9,10,6,-65.5833333333333,42.05,NA,4,"hdata"
"Unknown","1992_152287_5_9_10",1992,9,10,8,-65.55,42.1,NA,3,"hdata"
"Unknown","1992_15717_2_9_11",1992,9,11,12,-65.5333333333333,41.9833333333333,NA,5,"hdata"
"Unknown","1992_22184_3_9_11",1992,9,11,10,-60.6666666666667,45.2166666666667,NA,1,"hdata"
"Unknown","1992_101504_2_9_11",1992,9,11,12,-66.5583333333333,44.55,NA,2,"hdata"
"Unknown","1992_151796_2_9_11",1992,9,11,13,-65.5666666666667,42.0666666666667,NA,2,"hdata"
"Unknown","1992_101028_5_9_12",1992,9,12,18,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1992_150228_23_9_13",1992,9,13,7,-60.9,45.2666666666667,NA,1,"hdata"
"Unknown","1992_153311_39_9_13",1992,9,13,4,-60.8833333333333,45.2833333333333,NA,1,"hdata"
"Unknown","1992_2404_30_9_14",1992,9,14,8,-60.9166666666667,45.2333333333333,NA,1,"hdata"
"Unknown","1992_2663_1_9_14",1992,9,14,12,-65.6333333333333,42,NA,5,"hdata"
"Unknown","1992_101209_2_9_14",1992,9,14,24,-65.6,42.05,NA,3,"hdata"
"Unknown","1992_101504_3_9_14",1992,9,14,12,-66.5666666666667,44.55,NA,2,"hdata"
"Unknown","1992_101576_4_9_14",1992,9,14,24,-65.5833333333333,42.05,NA,5,"hdata"
"Unknown","1992_102841_3_9_14",1992,9,14,8,-66.7333333333333,44.5833333333333,NA,8,"hdata"
"Unknown","1992_103274_4_9_14",1992,9,14,12,-65.5833333333333,42.0666666666667,NA,4,"hdata"
"Unknown","1992_150549_22_9_14",1992,9,14,6,-60.8833333333333,45.25,NA,1,"hdata"
"Unknown","1992_153540_1_9_14",1992,9,14,24,-65.5595238095238,42.0714285714286,NA,7,"hdata"
"Unknown","1992_5668_1_9_15",1992,9,15,12,-65.5611111111111,42.0777777777778,NA,3,"hdata"
"Unknown","1992_13132_2_9_15",1992,9,15,10,-65.5666666666667,42.0625,NA,4,"hdata"
"Unknown","1992_19396_1_9_15",1992,9,15,24,-65.5,42.0333333333333,NA,9,"hdata"
"Unknown","1992_27473_5_9_15",1992,9,15,12,-65.6,42.05,NA,4,"hdata"
"Unknown","1992_100234_1_9_15",1992,9,15,24,-65.5666666666667,42.05,NA,5,"hdata"
"Unknown","1992_101028_6_9_15",1992,9,15,10,-65.5833333333333,42.05,NA,1,"hdata"
"Unknown","1992_102211_2_9_15",1992,9,15,12,-65.6333333333333,42,NA,8,"hdata"
"Unknown","1992_2470_2_9_16",1992,9,16,14,-65.6166666666667,42.0666666666667,NA,6,"hdata"
"Unknown","1992_5114_2_9_16",1992,9,16,24,-65.55,42.0833333333333,NA,7,"hdata"
"Unknown","1992_103254_3_9_16",1992,9,16,6,-65.5833333333333,42.05,NA,3,"hdata"
"Unknown","1992_151870_3_9_16",1992,9,16,12,-65.6333333333333,42,NA,1,"hdata"
"Unknown","1992_3660_1_9_17",1992,9,17,12,-65.5833333333333,42.05,NA,7,"hdata"
"Unknown","1992_102394_7_9_17",1992,9,17,24,-65.6,42.05,NA,4,"hdata"
"Unknown","1992_3033_1_9_18",1992,9,18,12,-65.5833333333333,42.05,NA,7,"hdata"
"Unknown","1992_18243_2_9_18",1992,9,18,20,-65.6,42.0833333333333,NA,2,"hdata"
"Unknown","1992_101574_4_9_18",1992,9,18,12,-65.5666666666667,42.0833333333333,NA,4,"hdata"
"Unknown","1992_101575_1_9_18",1992,9,18,9,-65.6,42.05,NA,5,"hdata"
"Unknown","1992_103254_4_9_18",1992,9,18,9,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1992_103169_1_9_19",1992,9,19,24,-65.5833333333333,42.05,NA,8,"hdata"
"Unknown","1992_151685_31_9_19",1992,9,19,8,-60.9166666666667,45.2666666666667,NA,1,"hdata"
"Unknown","1992_151719_27_9_19",1992,9,19,6,-60.8833333333333,45.25,NA,1,"hdata"
"Unknown","1992_3660_2_9_20",1992,9,20,12,-65.5833333333333,42.05,NA,1,"hdata"
"Unknown","1992_101575_2_9_20",1992,9,20,12,-65.6,42.05,NA,1,"hdata"
"Unknown","1992_103254_5_9_20",1992,9,20,12,-65.5833333333333,42.05,NA,1,"hdata"
"Unknown","1992_101504_4_9_21",1992,9,21,11,-66.5666666666667,44.5916666666667,NA,2,"hdata"
"Unknown","1992_101575_3_9_21",1992,9,21,12,-65.6,42.05,NA,5,"hdata"
"Unknown","1992_153180_4_9_21",1992,9,21,8,-60.9833333333333,45.1333333333333,NA,1,"hdata"
"Unknown","1992_19545_2_9_22",1992,9,22,16,-65.6092592592592,42.0592592592593,NA,9,"hdata"
"Unknown","1992_101574_5_9_22",1992,9,22,12,-65.575,42.0916666666667,NA,4,"hdata"
"Unknown","1992_102211_3_9_22",1992,9,22,12,-66.15,44.8333333333333,NA,3,"hdata"
"Unknown","1992_102789_1_9_22",1992,9,22,12,-65.5833333333333,42.05,NA,7,"hdata"
"Unknown","1992_103254_6_9_22",1992,9,22,10,-65.5833333333333,42.05,NA,1,"hdata"
"Unknown","1992_2663_2_9_24",1992,9,24,12,-65.6333333333333,42,NA,3,"hdata"
"Unknown","1992_102734_30_9_25",1992,9,25,10,-61,45.3333333333333,NA,1,"hdata"
"Unknown","1992_103254_7_9_26",1992,9,26,10,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1992_2404_38_9_27",1992,9,27,7,-60.9,45.2666666666667,NA,1,"hdata"
"Unknown","1992_101293_2_9_27",1992,9,27,10,-65.55,42,NA,10,"hdata"
"Unknown","1992_102841_4_9_27",1992,9,27,12,-65.6,42.05,NA,3,"hdata"
"Unknown","1992_150228_30_9_27",1992,9,27,8,-60.85,45.3,NA,1,"hdata"
"Unknown","1992_19145_3_9_28",1992,9,28,6,-60.9,45.3166666666667,NA,1,"hdata"
"Unknown","1992_103169_2_9_28",1992,9,28,12,-65.5833333333333,42.05,NA,5,"hdata"
"Unknown","1992_2663_3_9_29",1992,9,29,12,-65.6333333333333,42,NA,7,"hdata"
"Unknown","1992_13792_2_9_29",1992,9,29,12,-65.5833333333333,42.05,NA,8,"hdata"
"Unknown","1992_101293_3_9_29",1992,9,29,12,-65.55,42,NA,4,"hdata"
"Unknown","1992_101576_5_9_29",1992,9,29,24,-65.5833333333333,42.05,NA,5,"hdata"
"Unknown","1992_102789_2_9_29",1992,9,29,12,-65.5833333333333,42.05,NA,10,"hdata"
"Unknown","1992_3033_2_9_30",1992,9,30,12,-65.5833333333333,42.05,NA,11,"hdata"
"Unknown","1992_3660_3_9_30",1992,9,30,12,-65.5833333333333,42.05,NA,7,"hdata"
"Unknown","1992_18243_3_9_30",1992,9,30,5,-65.5777777777778,42.0833333333333,NA,3,"hdata"
"Unknown","1992_19545_3_9_30",1992,9,30,24,-65.6,42.05,NA,12,"hdata"
"Unknown","1992_100234_2_9_30",1992,9,30,12,-65.5666666666667,42.05,NA,8,"hdata"
"Unknown","1992_102841_5_9_30",1992,9,30,12,-65.6,42.05,NA,6,"hdata"
"Unknown","1992_103169_3_9_30",1992,9,30,12,-65.5833333333333,42.05,NA,5,"hdata"
"Unknown","1992_103274_5_9_30",1992,9,30,12,-65.5833333333333,42.0666666666667,NA,4,"hdata"
"Unknown","1992_151375_24_10_1",1992,10,1,3,-60.8666666666667,45.3,NA,1,"hdata"
"Unknown","1992_151719_36_10_1",1992,10,1,12,-60.8666666666667,45.3,NA,1,"hdata"
"Unknown","1992_101293_4_10_4",1992,10,4,12,-65.55,42,NA,2,"hdata"
"Unknown","1992_151375_25_10_4",1992,10,4,7,-60.85,45.2666666666667,NA,1,"hdata"
"Unknown","1992_151719_37_10_5",1992,10,5,8,-60.85,45.3,NA,1,"hdata"
"Unknown","1992_101574_6_10_6",1992,10,6,12,-65.5833333333333,42.05,NA,1,"hdata"
"Unknown","1992_102789_3_10_6",1992,10,6,12,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1992_101293_5_10_7",1992,10,7,12,-65.5166666666667,42.0666666666667,NA,4,"hdata"
"Unknown","1992_103169_4_10_7",1992,10,7,12,-65.5833333333333,42.05,NA,6,"hdata"
"Unknown","1992_3660_4_10_8",1992,10,8,12,-65.5833333333333,42.05,NA,5,"hdata"
"Unknown","1992_151375_27_10_8",1992,10,8,3,-60.9,45.25,NA,1,"hdata"
"Unknown","1992_151825_14_10_8",1992,10,8,20,-60.8833333333333,45.2166666666667,NA,1,"hdata"
"Unknown","1992_3033_3_10_9",1992,10,9,12,-65.5833333333333,42.05,NA,7,"hdata"
"Unknown","1992_27473_6_10_9",1992,10,9,12,-65.6,42.05,NA,4,"hdata"
"Unknown","1992_100988_4_10_9",1992,10,9,16,-65.25,42.15,NA,6,"hdata"
"Unknown","1992_101293_6_10_9",1992,10,9,12,-65.5166666666667,42.0666666666667,NA,3,"hdata"
"Unknown","1992_101574_7_10_9",1992,10,9,12,-65.5833333333333,42.05,NA,5,"hdata"
"Unknown","1992_101575_4_10_9",1992,10,9,24,-65.6,42.05,NA,6,"hdata"
"Unknown","1992_101576_1_10_9",1992,10,9,24,-65.5833333333333,42.05,NA,4,"hdata"
"Unknown","1992_102394_9_10_9",1992,10,9,12,-65.6,42.05,NA,3,"hdata"
"Unknown","1992_103169_5_10_9",1992,10,9,12,-65.5833333333333,42.05,NA,2,"hdata"
"Unknown","1992_151371_1_10_9",1992,10,9,6,-60.8666666666667,45.25,NA,1,"hdata"
"Unknown","1992_2663_4_10_10",1992,10,10,12,-65.6333333333333,42,NA,3,"hdata"
"Unknown","1992_13792_3_10_10",1992,10,10,12,-65.5833333333333,42.05,NA,5,"hdata"
"Unknown","1992_102789_4_10_10",1992,10,10,12,-65.5833333333333,42.05,NA,4,"hdata"
"Unknown","1992_103173_1_10_10",1992,10,10,12,-65.6333333333333,42,NA,7,"hdata"
"Unknown","1992_103254_8_10_10",1992,10,10,6,-65.6,42.1,NA,5,"hdata"
"Unknown","1992_103274_6_10_10",1992,10,10,12,-65.5833333333333,42.0666666666667,NA,10,"hdata"
"Unknown","1992_101293_7_10_11",1992,10,11,12,-65.5166666666667,42.0666666666667,NA,3,"hdata"
"Unknown","1992_153180_6_10_11",1992,10,11,8,-60.9166666666667,45.15,NA,1,"hdata"
"Unknown","1992_102394_10_10_12",1992,10,12,12,-65.6,42.05,NA,1,"hdata"
"Unknown","1992_27473_7_10_14",1992,10,14,12,-65.6,42.05,NA,2,"hdata"
"Unknown","1992_102322_7_10_15",1992,10,15,6,-65.5833333333333,42.05,NA,8,"hdata"
"Unknown","1992_102394_11_10_15",1992,10,15,12,-65.6,42.05,NA,5,"hdata"
"Unknown","1992_2663_5_10_16",1992,10,16,12,-65.6333333333333,42,NA,5,"hdata"
"Unknown","1992_3660_5_10_16",1992,10,16,12,-65.5833333333333,42.05,NA,4,"hdata"
"Unknown","1992_27473_8_10_16",1992,10,16,12,-65.6,42.05,NA,3,"hdata"
"Unknown","1992_101356_7_10_16",1992,10,16,12,-65.5833333333333,42.0666666666667,NA,7,"hdata"
"Unknown","1992_101574_8_10_16",1992,10,16,12,-65.5833333333333,42.05,NA,8,"hdata"
"Unknown","1992_101576_2_10_16",1992,10,16,24,-65.5833333333333,42.05,NA,4,"hdata"
"Unknown","1992_102789_5_10_16",1992,10,16,12,-65.5833333333333,42.05,NA,6,"hdata"
"Unknown","1992_150228_45_10_16",1992,10,16,6,-60.8833333333333,45.25,NA,1,"hdata"
"Unknown","1992_151719_44_10_17",1992,10,17,8,-60.8333333333333,45.3,NA,1,"hdata"
"Unknown","1992_13792_4_10_18",1992,10,18,12,-65.5833333333333,42.05,NA,6,"hdata"
"Unknown","1992_103274_7_10_18",1992,10,18,12,-65.5833333333333,42.0666666666667,NA,11,"hdata"
"Unknown","1992_103274_8_10_18",1992,10,18,12,-65.5666666666667,42.05,NA,11,"hdata"
"Unknown","1992_150436_33_10_18",1992,10,18,8,-60.85,45.2333333333333,NA,1,"hdata"
"Unknown","1992_101028_9_10_20",1992,10,20,17,-65.5833333333333,42.05,NA,1,"hdata"
"Unknown","1992_151587_3_10_20",1992,10,20,12,-65.65,42.0333333333333,NA,8,"hdata"
"Unknown","1992_102322_8_10_24",1992,10,24,6,-64.7833333333333,42.4,NA,1,"hdata"
"Unknown","1992_151663_16_10_25",1992,10,25,6,-60.8833333333333,45.25,NA,1,"hdata"
"Unknown","1992_150689_19_10_27",1992,10,27,20,-60.9166666666667,45.2,NA,1,"hdata"
"Unknown","1992_151685_53_10_27",1992,10,27,4,-60.85,45.3333333333333,NA,1,"hdata"
"Unknown","1993_151006_1_8_1",1993,8,1,10,-65.55,42.05,NA,3,"hdata"
"Unknown","1993_152348_1_8_1",1993,8,1,10,-65.6,42.05,NA,3,"hdata"
"Unknown","1993_152352_1_8_1",1993,8,1,10,-65.6,42.05,NA,3,"hdata"
"Unknown","1993_153826_2_8_1",1993,8,1,12,-65.4666666666667,42.0333333333333,NA,2,"hdata"
"Unknown","1993_152196_1_8_6",1993,8,6,10,-65.5666666666667,42.0833333333333,NA,3,"hdata"
