int_id,smp_week,year,wave,sub_reg,st,num_reps,rep_num,rep_id,int_date,int_time,status,hms,hms_cat,sellfish,fshstate,bt_trips,rf_trips,lptrips,trip_num,trip_day,tripdate,t_of_day,mode_f,people,trip_st,tripcnty,intsite,marin,town,otherstop,othersite,othersite_spec,method1,method2,thist,target1,target2,sktyp,tutyp,btsiz,bltyp,folps,o_folps,tourn,tcode,o_tname,gear,wgear,ogear,rodre,lncnt,baita,baitb,baitc,obait,o_obait,gnact,o_gnact,gnade,o_gnade,gnama,o_gnama,gnamd,o_gnamd,gname,o_gname,gnanh,o_gnanh,gnanj,o_gnanj,gnany,o_gnany,gnari,o_gnari,gnava,o_gnava,fishg,miles,depth,temp,targt,catch1,catch2,catch3,catch4,catch5,ctuna1,ctuna2,ctuna3,ctuna4,ctuna5,stuna1,stuna2,stuna3,stuna4,stuna5,stuna6,cshar1,cshar2,cshar3,cshar4,kmarl,amarl,dmarl,kssbt,assbt,dssbt,ksbtu,asbtu,dsbtu,klsbt,alsbt,dlsbt,ksmbt,asmbt,dsmbt,klmbt,almbt,dlmbt,kgbtu,agbtu,dgbtu,ketun,aetun,detun,kmsha,amsha,dmsha,kbsha,absha,dbsha,kssha,assha,dssha,kdsha,adsha,ddsha,dolphin_kept,dolphin_alive,dolphin_dead,yellowfin_kept,yellowfin_alive,yellowfin_dead,albacore_kept,albacore_alive,albacore_dead,area,dist,area_x,time_dep,time,hrsf,multiday,dycnt,attempts,result,file
1055,31,2014,4,5,34,1,1,1,20140812,1128,1,1,2,2,NJ,1,1,1,1,6,20140802,1,8,3,34,009,1671,,,,,,01,02,1,8850030202,,,,,,,,2,,,1,,,,4,2,2,1,2,,,,,,,,,,,,,,997,OLD GROUNDS,,,,,,,OLD GROUNDS,22,80FET,71,1,8835250101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0600,1530,5,2,1,2,10,hms_lpts_06182014
1055,31,2014,4,5,34,,,,20140816,1816,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,03,hms_lpts_06182014
1057,31,2014,4,5,34,1,1,1,20140813,1714,1,1,2,2,NJ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,hms_lpts_06182014
1044,31,2014,4,4,25,1,1,1,20140816,1848,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,07,hms_lpts_06182014
1055,31,2014,4,5,34,1,1,1,20140812,1136,1,1,2,2,NJ,2,2,1,1,7,20140803,1,8,4,34,009,1044,,,,,,01,10,1,8850030402,,,,0,,,,2,,,1,,,,7,2,1,1,2,,,,,,,,,,,,,,100,,,,,,,,19 FATHOM LUMP,46,120FET,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500,1800,10,2,1,2,10,hms_lpts_06182014
1052,31,2014,4,5,36,1,1,1,20140811,1258,1,1,2,2,NY,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,hms_lpts_06182014
1057,31,2014,4,5,34,1,1,1,20140811,1524,1,1,1,1,NJ,2,2,2,1,2,20140729,1,8,4,34,029,9009,,,,,,01,,1,8850030403,8850030405,,,,,,,2,,,1,,,,9,2,1,1,2,,,,,,,,,,,,,,125,,,,,,,,HUDSON CANYON,80,900FET,71,1,8850030403,8835290100,8707040501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,1,0,0,3,0,0,,,,,,,0000,1200,8,2,1,1,10,hms_lpts_06182014
1057,31,2014,4,5,34,1,1,1,20140811,1524,1,1,1,1,NJ,2,2,2,2,1,20140804,1,8,4,34,029,9009,,,,,,01,,1,8850030403,8850030405,,,,,,,2,,,1,,,,9,2,1,1,2,,,,,,,,,,,,,,111,,,,,,,,CARTERET CANYON,60,800FET,75,1,8850060301,8850030101,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000,1200,11,2,1,1,10,hms_lpts_06182014
1051,31,2014,4,4,25,1,1,1,20140815,1548,1,1,2,2,MA,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,hms_lpts_06182014
1055,31,2014,4,4,44,1,1,1,20140813,1602,1,1,2,2,MA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,hms_lpts_06182014
1055,31,2014,4,5,34,1,1,1,20140813,1944,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,07,hms_lpts_06182014
1055,31,2014,4,5,34,,,,20140816,1741,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,03,hms_lpts_06182014
1053,31,2014,4,4,25,1,1,1,20140811,1905,1,1,2,1,MA,3,3,3,1,7,20140803,1,8,4,25,025,0098,,,,,,01,02,1,8850030402,0,,,0,,,,2,,,1,0,,0,8,1,1,1,2,,,,,,997,STELLWAGEN BANK N/S,,,,,,,,,,,,,,,STELLWAGEN BANK N/S,40,300FET,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0200,2130,10,2,1,2,10,hms_lpts_06182014
1053,31,2014,4,4,25,1,1,1,20140811,1905,1,1,2,1,MA,3,3,3,2,4,20140807,1,8,4,25,025,0098,,,,,,01,02,1,8850030402,0,,,0,,,,2,,,1,0,,0,8,1,1,1,2,,,,,,997,STELLWAGEN BANK N/S,,,,,,,,,,,,,,,STELLWAGEN BANK N/S,40,300FET,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0200,2130,10,2,1,2,10,hms_lpts_06182014
1053,31,2014,4,4,25,1,1,1,20140811,1905,1,1,2,1,MA,3,3,3,3,6,20140809,1,8,4,25,025,0098,,,,,,01,02,1,8850030402,0,,,0,,,,2,,,1,0,,0,8,1,1,1,2,,,,,,997,STELLWAGEN BANK N/S,,,,,,,,,,,,,,,STELLWAGEN BANK N/S,40,300FET,66,1,8708020601,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,0,,,,,,,,,,,,,,,,,,,0200,2130,10,2,1,2,10,hms_lpts_06182014
1051,31,2014,4,5,36,1,1,1,20140813,2000,1,1,1,2,NY,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,hms_lpts_06182014
1055,31,2014,4,4,44,1,1,1,20140814,1738,1,1,2,2,RI,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,hms_lpts_06182014
1057,31,2014,4,4,23,1,1,1,20140813,1402,1,2,6,2,ME,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,hms_lpts_06182014
1055,31,2014,4,5,34,1,1,1,20140813,1429,1,1,2,2,NJ,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,hms_lpts_06182014
1052,31,2014,4,5,34,1,1,1,20140811,1220,1,1,2,2,NJ,1,1,1,1,6,20140809,1,8,4,34,029,8888,LANOKA MARINA,,2,,,01,,1,8850030400,,,8850030400,,,,,2,,,1,,,,8,2,2,1,2,,,,,,,,,,,,,,997,TOM'S CANYON,,,,,,,TOM'S CANYON,91,333FAT,76,1,8835290100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,0500,2100,6,2,1,1,10,hms_lpts_06182014
1051,31,2014,4,5,34,,,,20140816,1750,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,02,hms_lpts_06182014
1052,31,2014,4,5,51,,,,20140811,1047,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,06,hms_lpts_06182014
1051,31,2014,4,5,24,,,,20140816,1708,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,03,hms_lpts_06182014
1031,31,2014,4,5,36,1,1,1,20140814,1802,6,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,hms_lpts_06182014
1044,31,2014,4,5,36,,,,20140816,1826,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,03,hms_lpts_06182014
1051,31,2014,4,5,34,1,1,1,20140814,1559,1,1,1,2,NJ,2,2,2,1,7,20140803,1,8,5,34,025,7777,HOME,,2,,,01,03,1,8850030400,8850060201,,8850030400,,,,,2,,,1,,,,8,2,1,1,2,,,,,,,,,,,,,,997,TOMS CANYON,,,,,,,TOMS CANYON,50,350FET,99,1,8850030402,8835290100,,,,,,,,,,2,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,0400,2100,14,2,1,6,10,hms_lpts_06182014
1051,31,2014,4,5,34,1,1,1,20140814,1559,1,1,1,2,NJ,2,2,2,2,6,20140809,1,8,6,34,025,7777,HOME,,1,1050,,01,03,1,8850030400,8850060201,,8850030400,,,,,2,,,1,,,,8,2,1,1,2,,,,,,,,,,,,,,997,TOMS CANYON,,,,,,,TOMS CANYON,67,350FET,99,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0400,2100,14,2,1,6,10,hms_lpts_06182014
1044,31,2014,4,4,25,,,,20140816,1853,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,03,hms_lpts_06182014
1057,31,2014,4,5,34,1,1,1,20140811,1956,1,1,2,2,NJ,1,1,1,1,5,20140801,1,8,2,36,103,8888,MITCHELL PARK MARINA,GREENPORT,2,,,01,,1,8850030402,8835290100,,,0,,,,2,,,1,,,,10,2,2,1,2,,,,,,,,,,,,,,,,997,MUDHOLE,,,,,MUDHOLE,18,140FET,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0500,1430,2,2,1,1,10,hms_lpts_06182014
1057,31,2014,4,5,36,1,1,1,20140812,1531,1,1,2,2,NY,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,hms_lpts_06182014
1055,31,2014,4,5,34,,,,20140816,1738,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,03,hms_lpts_06182014
1055,31,2014,4,5,34,,,,20140816,1819,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,03,hms_lpts_06182014
1052,31,2014,4,5,36,1,1,1,20140812,1947,1,1,2,2,NY,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,hms_lpts_06182014
1055,31,2014,4,5,34,1,1,1,20140812,1153,1,1,2,2,NJ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,hms_lpts_06182014
1056,31,2014,4,5,34,1,1,1,20140811,1330,8,1,1,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,hms_lpts_06182014
1052,31,2014,4,5,36,1,1,1,20140811,1304,1,1,2,2,NY,3,3,1,1,5,20140801,1,8,2,36,103,7777,MY HOUSE- CENTER MORICHES,,2,,,01,,1,8850030402,,,,0,,,,2,,,1,,,,4,2,2,1,2,,,,,,,,,,,,,,,,997,COIMBRA WRECK,,,,,COIMBRA WRECK,30,30FAT,71,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0430,1430,6,2,1,1,10,hms_lpts_06182014
1051,31,2014,4,5,10,,,,20140816,1707,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,03,hms_lpts_06182014
1055,31,2014,4,5,34,1,1,1,20140812,1823,1,1,2,2,NJ,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,hms_lpts_06182014
INE,31,2014,4,5,36,,,,,,8,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,hms_lpts_06182014
1058,31,2014,4,4,25,1,1,1,20140812,1709,1,1,2,2,MA,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,hms_lpts_06182014
NPH,31,2014,4,5,34,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06,hms_lpts_06182014
1057,31,2014,4,5,34,1,1,1,20140811,1209,6,1,2,2,NJ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,hms_lpts_06182014
1057,31,2014,4,5,34,1,1,1,20140811,1634,1,1,2,2,NJ,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,hms_lpts_06182014
1051,31,2014,4,5,36,,,,20140816,1901,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,03,hms_lpts_06182014
1056,31,2014,4,5,34,1,1,1,20140814,1851,1,1,1,2,NJ,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,hms_lpts_06182014
1051,31,2014,4,5,36,1,1,1,20140811,1121,1,1,2,2,ME,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,hms_lpts_06182014
1052,31,2014,4,4,23,1,1,1,20140815,1750,1,1,1,2,ME,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,hms_lpts_06182014
1056,31,2014,4,5,34,1,1,1,20140814,1913,1,1,2,2,NJ,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,hms_lpts_06182014
1056,31,2014,4,5,36,1,1,1,20140813,1713,1,1,2,2,NY,4,4,1,1,5,20140801,1,8,1,36,103,0133,"7777-WEST LAKE MARINA, MONTAUK",,2,,,11,05,1,1000000002,,1000000002,,,,,,2,,,1,,,,1,2,1,2,2,,,,,,,,,,,,,,,,997,ATLANTIC OCEAN,,,,,ATLANTIC OCEAN,10,130FET,70,1,8707040501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,0500,1200,5,2,1,4,10,hms_lpts_06182014
